date,location,avg_price_per_sqft,demand_index,interest_rate
2019-08-19,Dubai,180.5,0.96,2.76
2019-08-20,Toronto,142.04,1.23,2.6
2019-08-21,Sydney,432.13,0.96,9.88
2019-08-22,Berlin,635.08,1.31,7.57
2019-08-23,Dubai,349.3,1.33,7.53
2019-08-24,London,908.52,0.58,9.95
2019-08-25,Berlin,343.84,1.03,5.55
2019-08-26,Berlin,839.4,1.25,8.77
2019-08-27,Singapore,725.56,1.0,6.68
2019-08-28,Sydney,533.38,0.53,2.93
2019-08-29,Lagos,447.75,1.02,2.05
2019-08-30,Dubai,702.98,0.93,8.91
2019-08-31,Lagos,780.15,0.76,7.5
2019-09-01,Toronto,188.26,1.3,2.46
2019-09-02,Lagos,760.08,0.71,1.39
2019-09-03,Sydney,924.69,1.13,9.22
2019-09-04,Singapore,882.26,1.03,9.61
2019-09-05,London,746.81,1.35,6.89
2019-09-06,Sydney,525.6,0.97,9.72
2019-09-07,New York,615.7,1.13,2.61
2019-09-08,Toronto,64.56,1.43,6.82
2019-09-09,New York,502.95,0.61,5.97
2019-09-10,Lagos,547.52,0.89,4.37
2019-09-11,Berlin,828.62,0.67,8.86
2019-09-12,Toronto,752.57,0.72,9.64
2019-09-13,New York,838.59,0.93,2.02
2019-09-14,London,678.48,1.23,7.3
2019-09-15,Singapore,294.17,0.91,1.2
2019-09-16,New York,512.63,0.92,7.56
2019-09-17,Singapore,654.06,1.16,7.11
2019-09-18,Sydney,571.38,0.6,7.57
2019-09-19,Dubai,76.23,0.5,5.23
2019-09-20,Singapore,734.82,0.65,5.48
2019-09-21,Lagos,984.68,1.37,8.23
2019-09-22,New York,254.94,1.16,6.19
2019-09-23,Lagos,983.39,1.42,6.43
2019-09-24,Lagos,435.08,1.28,7.93
2019-09-25,Berlin,828.15,0.95,2.76
2019-09-26,Toronto,883.46,1.18,8.07
2019-09-27,Berlin,618.09,0.9,5.82
2019-09-28,Singapore,766.8,0.61,9.51
2019-09-29,Lagos,125.08,1.29,5.46
2019-09-30,Lagos,142.3,0.57,3.97
2019-10-01,New York,257.28,1.28,1.56
2019-10-02,New York,534.61,0.52,6.12
2019-10-03,Sydney,351.99,0.63,3.82
2019-10-04,New York,514.39,0.79,4.41
2019-10-05,London,112.91,1.03,7.6
2019-10-06,Sydney,762.7,0.74,5.5
2019-10-07,Toronto,561.65,1.02,3.0
2019-10-08,London,656.8,1.44,2.15
2019-10-09,Dubai,347.89,1.12,7.79
2019-10-10,Singapore,506.42,0.6,9.13
2019-10-11,Singapore,543.43,1.49,1.39
2019-10-12,Berlin,752.85,0.93,1.38
2019-10-13,Lagos,923.34,1.19,2.21
2019-10-14,Toronto,424.12,1.08,2.65
2019-10-15,Dubai,415.71,1.06,4.14
2019-10-16,Dubai,808.09,1.25,5.5
2019-10-17,Dubai,373.62,0.87,3.83
2019-10-18,Lagos,71.04,0.69,6.78
2019-10-19,London,676.28,1.12,2.39
2019-10-20,Lagos,607.74,1.42,3.12
2019-10-21,Dubai,213.6,0.59,9.33
2019-10-22,Sydney,507.03,1.34,3.14
2019-10-23,Toronto,691.82,1.31,6.66
2019-10-24,Singapore,305.51,1.26,9.82
2019-10-25,Berlin,462.2,0.69,3.69
2019-10-26,Toronto,261.17,1.49,8.61
2019-10-27,Lagos,173.15,0.92,3.71
2019-10-28,Lagos,152.09,0.64,2.38
2019-10-29,Berlin,279.43,0.62,4.45
2019-10-30,Lagos,332.13,0.95,6.34
2019-10-31,Toronto,955.7,1.13,5.84
2019-11-01,London,424.49,0.99,5.85
2019-11-02,Toronto,148.67,1.32,7.64
2019-11-03,Sydney,352.27,0.53,7.86
2019-11-04,New York,277.3,0.85,3.11
2019-11-05,Singapore,218.84,0.86,9.26
2019-11-06,Toronto,973.04,1.39,8.01
2019-11-07,Lagos,300.77,0.76,7.71
2019-11-08,Berlin,770.86,0.59,4.95
2019-11-09,Toronto,402.0,0.94,1.18
2019-11-10,London,746.64,1.06,4.39
2019-11-11,Dubai,786.04,0.93,3.94
2019-11-12,Dubai,450.26,1.46,6.9
2019-11-13,London,137.53,1.25,2.32
2019-11-14,Toronto,243.22,0.82,4.57
2019-11-15,Singapore,81.18,1.44,7.27
2019-11-16,Dubai,161.48,1.5,2.89
2019-11-17,Sydney,352.29,0.58,2.35
2019-11-18,Dubai,416.96,1.35,5.76
2019-11-19,Singapore,792.69,1.29,8.17
2019-11-20,Singapore,695.02,0.95,8.98
2019-11-21,Singapore,305.38,0.5,7.7
2019-11-22,Dubai,502.54,0.52,8.67
2019-11-23,Sydney,584.66,0.52,6.23
2019-11-24,Lagos,274.38,0.84,1.26
2019-11-25,Lagos,478.04,1.09,3.67
2019-11-26,Sydney,427.13,0.54,6.01
2019-11-27,New York,437.37,1.17,8.97
2019-11-28,New York,622.39,0.71,6.44
2019-11-29,Singapore,785.59,1.05,8.41
2019-11-30,Singapore,573.07,1.1,1.9
2019-12-01,Berlin,888.04,1.17,8.91
2019-12-02,Dubai,455.51,1.23,8.91
2019-12-03,Toronto,634.89,0.68,1.05
2019-12-04,Toronto,981.69,1.26,8.22
2019-12-05,Lagos,536.71,0.84,1.74
2019-12-06,London,479.6,1.18,6.31
2019-12-07,Singapore,821.28,1.3,5.02
2019-12-08,Dubai,669.14,0.84,7.19
2019-12-09,Singapore,827.41,1.37,8.39
2019-12-10,London,485.01,1.22,6.52
2019-12-11,Singapore,931.45,1.4,8.05
2019-12-12,Berlin,84.54,1.23,4.99
2019-12-13,Toronto,130.54,0.62,9.5
2019-12-14,Berlin,482.95,0.85,3.82
2019-12-15,Dubai,860.43,1.44,5.07
2019-12-16,Berlin,199.2,1.04,2.6
2019-12-17,New York,311.18,0.87,2.31
2019-12-18,Berlin,156.47,0.62,2.32
2019-12-19,Singapore,344.0,1.19,9.37
2019-12-20,Dubai,319.97,0.98,2.18
2019-12-21,Sydney,620.86,0.8,9.31
2019-12-22,London,306.68,1.11,5.89
2019-12-23,London,842.48,0.67,8.36
2019-12-24,Sydney,308.43,1.06,2.27
2019-12-25,Dubai,495.35,1.2,9.11
2019-12-26,Toronto,302.64,1.27,9.03
2019-12-27,Toronto,492.79,0.75,6.11
2019-12-28,Dubai,987.79,1.13,4.11
2019-12-29,Lagos,541.52,0.66,3.77
2019-12-30,Dubai,248.86,1.49,8.83
2019-12-31,Dubai,822.35,0.73,6.72
2020-01-01,Dubai,866.1,0.54,5.3
2020-01-02,Singapore,570.54,1.43,5.9
2020-01-03,Lagos,158.14,1.42,9.69
2020-01-04,Lagos,969.83,0.63,4.34
2020-01-05,New York,716.07,0.57,3.06
2020-01-06,Singapore,160.77,0.56,9.28
2020-01-07,Toronto,91.2,0.87,7.23
2020-01-08,Toronto,915.94,0.69,8.89
2020-01-09,London,740.55,0.71,9.49
2020-01-10,Sydney,875.02,1.18,6.34
2020-01-11,Lagos,413.0,0.66,5.8
2020-01-12,Sydney,612.38,0.82,8.74
2020-01-13,Sydney,285.99,0.51,5.61
2020-01-14,New York,145.56,1.24,5.94
2020-01-15,Sydney,341.92,0.89,5.79
2020-01-16,Berlin,911.65,0.62,5.93
2020-01-17,Singapore,768.44,1.31,7.51
2020-01-18,London,708.22,0.79,7.77
2020-01-19,Toronto,166.02,1.26,9.07
2020-01-20,Lagos,652.28,1.15,2.24
2020-01-21,Lagos,785.96,1.1,6.56
2020-01-22,New York,440.49,0.57,5.23
2020-01-23,Singapore,940.66,0.62,6.99
2020-01-24,Toronto,329.03,1.32,2.15
2020-01-25,Dubai,215.54,1.12,3.63
2020-01-26,Berlin,969.86,0.88,6.12
2020-01-27,Sydney,367.44,0.66,8.64
2020-01-28,Lagos,600.07,1.12,6.83
2020-01-29,Berlin,362.46,1.4,2.46
2020-01-30,Berlin,718.31,1.45,1.12
2020-01-31,Singapore,471.99,1.28,7.61
2020-02-01,Lagos,499.85,1.25,3.78
2020-02-02,London,95.07,1.25,4.67
2020-02-03,Dubai,569.74,0.93,8.87
2020-02-04,Berlin,154.1,1.22,8.01
2020-02-05,Lagos,575.05,1.34,7.31
2020-02-06,Toronto,91.28,0.88,8.62
2020-02-07,Sydney,463.32,0.55,7.39
2020-02-08,Berlin,959.63,0.54,7.98
2020-02-09,Toronto,315.32,0.66,2.59
2020-02-10,Berlin,766.36,0.58,6.72
2020-02-11,Singapore,442.57,0.77,4.99
2020-02-12,Singapore,871.75,1.28,6.81
2020-02-13,Singapore,405.91,1.02,3.91
2020-02-14,New York,908.99,1.04,5.9
2020-02-15,Berlin,501.91,0.86,3.43
2020-02-16,Lagos,654.03,1.12,7.32
2020-02-17,Sydney,589.75,1.11,6.03
2020-02-18,Dubai,681.34,1.21,3.91
2020-02-19,Singapore,582.27,0.99,5.81
2020-02-20,New York,347.2,1.33,2.38
2020-02-21,Lagos,731.34,0.69,9.17
2020-02-22,Berlin,91.31,0.52,5.22
2020-02-23,Dubai,553.47,0.81,5.3
2020-02-24,Sydney,299.42,1.18,9.9
2020-02-25,Lagos,763.98,1.43,1.8
2020-02-26,Berlin,257.7,1.25,2.14
2020-02-27,New York,647.01,0.81,8.12
2020-02-28,Lagos,689.88,1.0,1.76
2020-02-29,Singapore,375.91,1.17,9.94
2020-03-01,Berlin,66.74,0.7,6.79
2020-03-02,Sydney,579.76,0.97,3.45
2020-03-03,New York,68.63,0.66,6.07
2020-03-04,New York,803.16,1.42,6.29
2020-03-05,New York,536.29,1.14,4.04
2020-03-06,Dubai,223.97,1.43,3.96
2020-03-07,Singapore,67.87,0.94,5.62
2020-03-08,Berlin,621.37,1.08,3.7
2020-03-09,Toronto,914.09,0.59,8.87
2020-03-10,Toronto,753.58,0.58,4.22
2020-03-11,Lagos,943.09,0.95,10.0
2020-03-12,Berlin,440.52,0.62,7.31
2020-03-13,Sydney,633.92,1.3,2.03
2020-03-14,Singapore,613.85,0.94,8.72
2020-03-15,Sydney,613.87,0.9,2.62
2020-03-16,Berlin,292.46,0.64,4.17
2020-03-17,New York,76.43,1.18,8.08
2020-03-18,Dubai,627.75,1.26,6.84
2020-03-19,Berlin,630.28,0.57,3.25
2020-03-20,Berlin,551.54,0.64,2.35
2020-03-21,New York,93.81,1.29,1.17
2020-03-22,London,597.55,1.39,7.78
2020-03-23,Sydney,84.51,1.32,1.17
2020-03-24,Berlin,81.74,0.65,4.6
2020-03-25,Singapore,402.09,0.83,4.07
2020-03-26,New York,222.12,0.61,7.17
2020-03-27,London,962.03,1.03,9.95
2020-03-28,Singapore,164.67,1.3,4.69
2020-03-29,New York,482.26,0.56,8.36
2020-03-30,Sydney,425.96,1.01,4.4
2020-03-31,Dubai,300.58,0.91,3.32
2020-04-01,New York,794.43,1.13,7.32
2020-04-02,New York,918.82,1.49,7.92
2020-04-03,Sydney,100.18,1.04,7.79
2020-04-04,Singapore,109.75,1.03,3.98
2020-04-05,Berlin,569.0,1.34,5.18
2020-04-06,Lagos,538.14,1.12,2.67
2020-04-07,Sydney,910.65,0.76,2.78
2020-04-08,Singapore,205.27,0.78,3.39
2020-04-09,New York,368.05,1.15,2.73
2020-04-10,New York,885.48,0.86,2.45
2020-04-11,New York,587.2,0.9,3.77
2020-04-12,Singapore,239.62,1.24,8.83
2020-04-13,London,771.01,0.59,8.78
2020-04-14,Lagos,949.61,0.86,8.95
2020-04-15,New York,496.33,1.24,7.5
2020-04-16,Berlin,938.02,0.57,9.33
2020-04-17,Sydney,54.4,1.42,7.47
2020-04-18,Dubai,821.99,1.48,5.28
2020-04-19,Sydney,557.28,0.7,8.32
2020-04-20,Dubai,715.04,1.23,4.94
2020-04-21,Toronto,521.81,1.32,7.91
2020-04-22,Sydney,260.31,0.82,2.02
2020-04-23,Toronto,587.67,1.39,3.58
2020-04-24,Berlin,98.52,0.51,1.83
2020-04-25,Sydney,977.25,0.6,3.87
2020-04-26,Toronto,433.83,0.61,7.58
2020-04-27,Dubai,929.55,0.96,1.59
2020-04-28,London,93.97,0.71,1.2
2020-04-29,Lagos,530.35,1.44,3.94
2020-04-30,London,432.19,1.0,5.49
2020-05-01,Lagos,743.26,0.63,7.57
2020-05-02,New York,779.15,0.61,9.17
2020-05-03,Toronto,976.31,0.71,4.84
2020-05-04,Dubai,614.88,0.88,6.95
2020-05-05,London,912.38,1.24,4.08
2020-05-06,Sydney,494.68,0.65,5.69
2020-05-07,Lagos,835.66,1.39,3.35
2020-05-08,Lagos,572.14,0.7,3.86
2020-05-09,Sydney,470.4,1.46,5.34
2020-05-10,Singapore,407.45,0.97,9.16
2020-05-11,Sydney,436.7,0.83,3.46
2020-05-12,Lagos,616.69,1.21,6.08
2020-05-13,Singapore,84.04,0.51,3.57
2020-05-14,London,113.48,0.6,2.27
2020-05-15,London,847.51,0.77,1.27
2020-05-16,New York,847.32,0.82,1.48
2020-05-17,Lagos,570.29,0.9,6.8
2020-05-18,Singapore,639.79,1.04,7.88
2020-05-19,New York,350.89,1.26,7.15
2020-05-20,Berlin,605.65,1.07,9.33
2020-05-21,Sydney,830.64,1.44,4.62
2020-05-22,Dubai,635.79,1.08,5.59
2020-05-23,Toronto,351.91,0.5,6.68
2020-05-24,Dubai,749.94,1.32,5.68
2020-05-25,Dubai,213.67,1.48,9.56
2020-05-26,Dubai,228.85,1.31,3.87
2020-05-27,Dubai,867.89,0.77,2.19
2020-05-28,Dubai,974.66,1.37,7.87
2020-05-29,Berlin,105.24,1.47,4.85
2020-05-30,Sydney,214.71,1.17,4.31
2020-05-31,Berlin,479.37,1.05,3.15
2020-06-01,Toronto,254.72,1.41,6.56
2020-06-02,Sydney,644.14,0.53,8.36
2020-06-03,Lagos,101.43,0.9,8.54
2020-06-04,Sydney,196.05,0.76,7.3
2020-06-05,Berlin,343.52,1.4,5.78
2020-06-06,Sydney,662.69,0.87,7.97
2020-06-07,Dubai,298.16,0.51,3.77
2020-06-08,Dubai,541.66,1.22,3.44
2020-06-09,Lagos,160.68,1.44,4.09
2020-06-10,London,321.05,0.67,1.83
2020-06-11,Singapore,957.86,0.8,4.6
2020-06-12,New York,125.57,1.23,5.18
2020-06-13,Sydney,295.24,0.51,9.69
2020-06-14,Lagos,141.05,0.85,8.61
2020-06-15,London,196.19,1.16,3.37
2020-06-16,London,752.52,1.22,2.63
2020-06-17,London,423.06,0.81,7.64
2020-06-18,Toronto,364.09,1.2,9.67
2020-06-19,Sydney,411.15,0.61,3.29
2020-06-20,Dubai,659.36,0.93,8.98
2020-06-21,Dubai,272.68,0.55,4.05
2020-06-22,Toronto,918.43,1.02,6.45
2020-06-23,Singapore,428.54,1.2,7.8
2020-06-24,Berlin,471.7,0.98,7.1
2020-06-25,Berlin,499.47,0.86,2.63
2020-06-26,Lagos,376.69,0.97,9.91
2020-06-27,Lagos,585.6,1.03,2.1
2020-06-28,New York,245.5,0.64,4.78
2020-06-29,Singapore,820.14,0.7,4.2
2020-06-30,Toronto,356.1,1.37,5.3
2020-07-01,London,680.5,1.06,4.49
2020-07-02,London,411.62,1.49,4.13
2020-07-03,Sydney,472.7,0.67,5.95
2020-07-04,Berlin,742.9,0.74,5.23
2020-07-05,Berlin,65.13,0.85,9.78
2020-07-06,Berlin,796.32,0.95,3.68
2020-07-07,Dubai,565.36,0.98,8.84
2020-07-08,Sydney,248.9,1.35,8.55
2020-07-09,Dubai,829.12,0.61,4.01
2020-07-10,Singapore,530.95,1.15,2.75
2020-07-11,Singapore,169.21,1.33,8.53
2020-07-12,Sydney,301.14,1.35,4.43
2020-07-13,Singapore,629.01,1.11,5.24
2020-07-14,Lagos,650.38,0.54,6.68
2020-07-15,London,699.94,1.17,5.83
2020-07-16,Berlin,124.87,0.77,7.06
2020-07-17,London,453.86,0.97,4.64
2020-07-18,Dubai,342.04,0.98,3.6
2020-07-19,Singapore,339.17,0.91,8.06
2020-07-20,Dubai,191.59,0.89,4.07
2020-07-21,Sydney,235.77,1.16,4.2
2020-07-22,New York,892.42,0.97,9.41
2020-07-23,New York,646.16,1.32,4.12
2020-07-24,Singapore,533.02,1.23,4.5
2020-07-25,Toronto,587.88,0.63,1.61
2020-07-26,London,406.11,1.47,1.9
2020-07-27,Toronto,306.53,0.78,9.22
2020-07-28,Toronto,160.88,0.82,4.87
2020-07-29,Singapore,152.49,1.22,2.3
2020-07-30,Singapore,499.88,1.28,1.03
2020-07-31,London,895.82,1.49,4.44
2020-08-01,Dubai,520.56,1.4,7.02
2020-08-02,Lagos,370.98,0.53,5.06
2020-08-03,Toronto,589.0,1.26,3.08
2020-08-04,New York,570.68,1.47,4.19
2020-08-05,Sydney,983.46,0.79,8.73
2020-08-06,Berlin,601.92,1.43,9.92
2020-08-07,Singapore,783.63,0.5,9.17
2020-08-08,Dubai,50.87,1.11,8.44
2020-08-09,Singapore,929.27,1.14,6.58
2020-08-10,Singapore,136.12,0.88,8.78
2020-08-11,Dubai,213.82,1.48,7.11
2020-08-12,New York,133.75,1.17,6.03
2020-08-13,London,192.89,1.18,7.13
2020-08-14,Lagos,971.39,1.1,4.92
2020-08-15,New York,437.63,0.6,9.12
2020-08-16,Sydney,589.12,0.73,7.94
2020-08-17,New York,157.97,1.14,9.92
2020-08-18,Singapore,799.26,1.04,8.5
2020-08-19,London,720.26,0.66,3.27
2020-08-20,Lagos,693.27,1.45,2.21
2020-08-21,Sydney,154.17,1.38,5.62
2020-08-22,Toronto,795.24,0.98,6.96
2020-08-23,London,395.89,1.31,1.96
2020-08-24,Toronto,484.73,1.16,3.53
2020-08-25,New York,194.95,0.71,6.07
2020-08-26,New York,858.59,0.8,1.8
2020-08-27,Dubai,111.75,0.89,7.06
2020-08-28,Dubai,264.18,1.36,1.34
2020-08-29,Dubai,189.6,0.98,6.35
2020-08-30,Dubai,280.24,0.86,5.54
2020-08-31,Berlin,227.53,1.01,9.39
2020-09-01,New York,258.05,1.2,9.61
2020-09-02,Sydney,82.98,1.37,9.67
2020-09-03,Singapore,750.56,1.38,8.11
2020-09-04,Sydney,418.22,0.56,4.91
2020-09-05,London,250.23,1.14,4.56
2020-09-06,Dubai,52.62,1.13,7.91
2020-09-07,Berlin,974.08,0.61,1.31
2020-09-08,Sydney,499.94,0.57,9.75
2020-09-09,Singapore,205.01,1.21,3.49
2020-09-10,Berlin,714.46,0.7,5.14
2020-09-11,Lagos,575.08,1.13,4.3
2020-09-12,Lagos,126.71,0.57,7.31
2020-09-13,New York,649.74,1.09,9.31
2020-09-14,Sydney,113.08,1.01,9.59
2020-09-15,New York,124.46,0.97,6.92
2020-09-16,Singapore,961.99,0.94,8.6
2020-09-17,Sydney,480.38,0.86,1.13
2020-09-18,Lagos,897.03,0.66,6.97
2020-09-19,Toronto,109.82,1.09,9.53
2020-09-20,New York,82.17,0.87,4.4
2020-09-21,Sydney,817.59,0.96,3.37
2020-09-22,Sydney,440.88,1.24,2.37
2020-09-23,Toronto,426.77,0.64,9.34
2020-09-24,New York,385.97,1.0,2.55
2020-09-25,Singapore,67.38,1.17,2.94
2020-09-26,New York,992.11,1.04,3.61
2020-09-27,London,328.09,1.43,1.92
2020-09-28,Singapore,219.78,0.8,1.34
2020-09-29,Toronto,981.03,1.11,1.2
2020-09-30,Singapore,72.91,0.86,2.24
2020-10-01,Dubai,486.24,1.18,3.22
2020-10-02,Berlin,619.2,1.09,4.24
2020-10-03,Toronto,791.25,0.65,3.76
2020-10-04,Lagos,163.2,1.08,8.12
2020-10-05,Berlin,674.58,1.22,5.56
2020-10-06,Dubai,534.49,0.91,9.11
2020-10-07,New York,207.45,1.34,9.84
2020-10-08,Toronto,284.95,1.33,2.41
2020-10-09,Dubai,154.29,1.21,9.54
2020-10-10,London,749.02,0.86,1.99
2020-10-11,New York,846.27,0.53,1.07
2020-10-12,Lagos,524.49,1.12,6.9
2020-10-13,London,678.05,1.09,8.79
2020-10-14,Toronto,216.93,1.36,8.67
2020-10-15,Berlin,256.22,1.26,2.58
2020-10-16,Lagos,335.16,0.89,2.93
2020-10-17,Singapore,940.88,0.7,7.27
2020-10-18,Berlin,530.57,1.45,8.06
2020-10-19,New York,833.34,1.19,1.5
2020-10-20,Lagos,855.43,1.49,8.85
2020-10-21,London,902.46,0.55,2.13
2020-10-22,Dubai,578.79,0.92,8.69
2020-10-23,London,234.36,1.27,1.26
2020-10-24,Lagos,710.29,1.41,6.13
2020-10-25,Dubai,340.71,0.83,2.76
2020-10-26,London,767.6,1.2,7.63
2020-10-27,Lagos,591.18,0.57,6.82
2020-10-28,Sydney,288.79,1.44,4.22
2020-10-29,Toronto,490.25,1.39,2.71
2020-10-30,Berlin,856.74,0.94,5.92
2020-10-31,Toronto,435.84,1.07,6.2
2020-11-01,Toronto,651.91,0.97,2.12
2020-11-02,Dubai,207.24,1.13,8.17
2020-11-03,New York,339.98,1.01,8.26
2020-11-04,London,615.58,1.0,5.5
2020-11-05,Dubai,50.4,0.99,7.47
2020-11-06,Dubai,520.08,0.54,6.25
2020-11-07,Dubai,228.92,1.09,7.63
2020-11-08,Sydney,483.59,0.95,5.94
2020-11-09,Dubai,634.21,1.49,3.16
2020-11-10,Dubai,863.63,0.87,7.31
2020-11-11,London,371.73,1.41,5.88
2020-11-12,Lagos,976.93,1.27,6.25
2020-11-13,Sydney,380.39,0.55,4.7
2020-11-14,Dubai,727.81,0.67,3.57
2020-11-15,New York,698.52,1.46,6.39
2020-11-16,Singapore,903.35,0.73,8.96
2020-11-17,New York,646.44,1.03,1.98
2020-11-18,Lagos,196.75,1.35,2.95
2020-11-19,Dubai,970.82,0.81,6.55
2020-11-20,London,214.98,0.57,3.01
2020-11-21,Sydney,80.94,0.88,3.17
2020-11-22,Dubai,908.31,0.92,4.67
2020-11-23,London,399.01,1.25,1.99
2020-11-24,Berlin,452.03,0.96,7.55
2020-11-25,London,178.01,0.98,2.54
2020-11-26,London,286.69,0.84,5.26
2020-11-27,Dubai,406.24,0.6,4.66
2020-11-28,Lagos,497.62,0.64,5.92
2020-11-29,Sydney,812.55,1.38,4.74
2020-11-30,Berlin,237.19,0.7,6.86
2020-12-01,New York,650.12,1.43,6.73
2020-12-02,Toronto,676.02,1.44,2.91
2020-12-03,New York,311.18,0.55,1.09
2020-12-04,Singapore,947.81,1.2,1.93
2020-12-05,Sydney,361.02,0.87,5.77
2020-12-06,Toronto,590.21,1.49,3.82
2020-12-07,Berlin,125.39,1.15,2.59
2020-12-08,London,891.43,0.89,9.99
2020-12-09,Singapore,136.27,1.07,5.68
2020-12-10,Sydney,792.38,1.27,1.84
2020-12-11,New York,540.78,1.05,7.58
2020-12-12,New York,159.0,0.75,4.53
2020-12-13,Dubai,946.93,1.22,1.18
2020-12-14,Lagos,928.99,1.06,8.28
2020-12-15,Sydney,94.97,0.91,6.55
2020-12-16,Lagos,668.57,0.85,8.34
2020-12-17,London,570.07,0.96,1.52
2020-12-18,Berlin,398.09,1.16,2.91
2020-12-19,Lagos,424.14,0.72,8.97
2020-12-20,Berlin,756.09,0.81,5.4
2020-12-21,Dubai,103.6,1.43,3.2
2020-12-22,London,422.63,0.73,4.91
2020-12-23,Berlin,149.58,1.08,8.25
2020-12-24,Singapore,892.05,0.54,3.82
2020-12-25,Dubai,877.11,0.92,9.8
2020-12-26,Sydney,387.12,0.8,9.34
2020-12-27,Dubai,948.47,1.36,4.01
2020-12-28,Berlin,543.35,1.06,5.95
2020-12-29,Berlin,209.56,1.38,5.66
2020-12-30,New York,296.33,0.89,1.11
2020-12-31,Lagos,86.66,0.85,6.6
2021-01-01,Singapore,445.71,0.62,3.28
2021-01-02,Singapore,522.2,0.75,1.18
2021-01-03,Sydney,426.48,0.5,5.75
2021-01-04,New York,569.02,0.64,3.87
2021-01-05,New York,614.03,1.33,1.57
2021-01-06,Lagos,456.59,1.06,2.47
2021-01-07,Berlin,697.77,1.46,9.53
2021-01-08,Dubai,97.17,0.66,2.96
2021-01-09,Sydney,281.94,0.88,7.67
2021-01-10,Dubai,801.1,0.92,6.8
2021-01-11,Dubai,424.78,1.27,6.45
2021-01-12,Singapore,212.77,0.86,9.21
2021-01-13,Berlin,477.7,0.79,2.57
2021-01-14,London,806.35,0.62,2.91
2021-01-15,Dubai,995.62,0.82,9.35
2021-01-16,Toronto,895.72,0.57,7.05
2021-01-17,Lagos,498.79,0.94,5.01
2021-01-18,Toronto,444.25,1.13,7.36
2021-01-19,Toronto,675.44,0.67,3.6
2021-01-20,Lagos,373.19,1.29,9.92
2021-01-21,London,76.3,0.85,1.01
2021-01-22,Dubai,562.66,0.58,6.42
2021-01-23,Toronto,263.69,1.41,6.67
2021-01-24,Sydney,460.27,1.4,5.53
2021-01-25,Lagos,683.13,1.2,9.76
2021-01-26,Dubai,421.73,0.51,7.51
2021-01-27,Berlin,672.09,0.65,6.61
2021-01-28,Lagos,492.84,0.89,1.1
2021-01-29,New York,823.05,1.14,9.81
2021-01-30,Singapore,123.63,1.3,6.19
2021-01-31,New York,978.5,1.32,6.7
2021-02-01,Singapore,864.65,0.64,4.81
2021-02-02,Dubai,250.32,1.06,6.31
2021-02-03,Berlin,850.59,0.78,9.2
2021-02-04,Toronto,232.72,1.1,6.68
2021-02-05,New York,441.01,1.0,6.9
2021-02-06,Lagos,315.29,0.93,5.26
2021-02-07,Singapore,874.46,0.52,4.63
2021-02-08,Berlin,68.18,0.53,7.93
2021-02-09,Dubai,251.23,1.3,1.46
2021-02-10,Sydney,220.15,0.96,6.49
2021-02-11,Dubai,622.42,0.53,1.48
2021-02-12,New York,863.37,0.97,2.85
2021-02-13,Singapore,985.89,0.79,6.69
2021-02-14,London,103.86,0.6,6.52
2021-02-15,Toronto,784.32,0.67,5.01
2021-02-16,Toronto,67.28,1.23,9.48
2021-02-17,London,316.13,1.0,3.22
2021-02-18,London,323.91,0.61,5.71
2021-02-19,Singapore,167.44,1.08,4.41
2021-02-20,Sydney,946.8,0.83,5.73
2021-02-21,Berlin,325.02,1.28,4.0
2021-02-22,Singapore,850.03,1.43,8.57
2021-02-23,London,399.85,0.65,4.33
2021-02-24,Singapore,397.57,1.41,5.28
2021-02-25,Dubai,218.76,1.42,1.79
2021-02-26,Sydney,926.22,0.83,2.85
2021-02-27,Lagos,639.12,1.09,2.87
2021-02-28,Berlin,991.59,1.24,6.38
2021-03-01,Dubai,641.15,0.86,2.9
2021-03-02,London,806.21,1.3,3.65
2021-03-03,Lagos,867.14,1.28,9.36
2021-03-04,Sydney,481.9,0.95,6.45
2021-03-05,Toronto,866.65,1.33,7.32
2021-03-06,New York,952.53,1.04,7.91
2021-03-07,Berlin,166.6,1.06,2.45
2021-03-08,Sydney,367.16,0.65,5.47
2021-03-09,Berlin,52.13,1.48,2.12
2021-03-10,Berlin,112.38,0.83,1.38
2021-03-11,Dubai,615.21,1.37,6.66
2021-03-12,Singapore,562.55,0.52,9.02
2021-03-13,Toronto,413.94,1.4,3.84
2021-03-14,Singapore,349.1,1.27,7.06
2021-03-15,Singapore,507.88,0.89,1.64
2021-03-16,New York,767.27,0.51,1.53
2021-03-17,Singapore,181.02,1.05,3.82
2021-03-18,Toronto,767.96,0.56,8.85
2021-03-19,Sydney,771.66,0.89,8.78
2021-03-20,Dubai,579.49,0.52,8.49
2021-03-21,Lagos,983.55,0.63,1.16
2021-03-22,Berlin,581.36,1.43,5.4
2021-03-23,Dubai,874.54,1.15,4.85
2021-03-24,New York,89.01,0.51,5.04
2021-03-25,London,559.81,0.6,6.79
2021-03-26,Berlin,874.06,0.75,7.96
2021-03-27,Toronto,343.22,1.09,9.34
2021-03-28,Dubai,638.42,1.31,5.83
2021-03-29,New York,753.81,0.76,2.92
2021-03-30,Dubai,829.96,0.56,7.43
2021-03-31,Toronto,844.07,1.19,8.28
2021-04-01,Berlin,906.19,0.7,1.51
2021-04-02,New York,380.47,1.13,7.63
2021-04-03,Singapore,223.3,1.14,6.98
2021-04-04,Lagos,109.64,0.52,5.62
