transaction_id,property_id,customer_id,transaction_type,transaction_date,amount,payment_method
TRX000736,PROP000782,CUST001956,Rent,2019-08-21,1670565.38,Mortgage
TRX000737,PROP000835,CUST002014,Sale,2018-10-31,988238.86,Cash
TRX000738,PROP002231,CUST001085,Sale,2023-05-21,867987.98,Transfer
TRX000739,PROP001636,CUST001965,Sale,2021-10-06,864341.79,Transfer
TRX000740,PROP000597,CUST001918,Sale,2021-04-04,167114.28,Cash
TRX000741,PROP002201,CUST000845,Sale,2024-03-28,1775451.02,Mortgage
TRX000742,PROP000019,CUST002209,Sale,2022-07-18,794347.11,Transfer
TRX000743,PROP002038,CUST002338,Rent,2022-05-11,1414166.82,Mortgage
TRX000744,PROP000981,CUST000225,Sale,2019-03-20,630096.07,Cash
TRX000745,PROP002687,CUST000333,Rent,2020-09-01,1017853.85,Mortgage
TRX000746,PROP000429,CUST000059,Sale,2022-05-03,1919336.5,Mortgage
TRX000747,PROP000343,CUST000758,Rent,2018-01-31,934459.34,Mortgage
TRX000748,PROP000474,CUST000461,Sale,2020-01-02,923522.16,Mortgage
TRX000749,PROP000851,CUST002002,Rent,2018-02-28,1030015.98,Cash
TRX000750,PROP000259,CUST001792,Rent,2023-12-21,580964.33,Cash
TRX000751,PROP000379,CUST002892,Sale,2020-07-20,1557913.47,Mortgage
TRX000752,PROP001299,CUST000997,Sale,2020-10-24,111694.79,Transfer
TRX000753,PROP000085,CUST000940,Sale,2018-03-15,691219.16,Transfer
TRX000754,PROP002775,CUST000430,Sale,2022-12-26,259577.0,Cash
TRX000755,PROP002396,CUST000821,Sale,2024-01-10,943394.9,Transfer
TRX000756,PROP002322,CUST001999,Sale,2024-11-23,365484.27,Cash
TRX000757,PROP002724,CUST001281,Sale,2018-09-19,1653890.75,Mortgage
TRX000758,PROP000657,CUST002672,Rent,2022-04-10,346466.43,Mortgage
TRX000759,PROP000535,CUST002310,Rent,2018-05-19,1831985.27,Cash
TRX000760,PROP000351,CUST002105,Sale,2020-08-21,849330.36,Transfer
TRX000761,PROP001140,CUST000625,Rent,2018-10-15,952755.02,Transfer
TRX000762,PROP002215,CUST001345,Rent,2018-11-25,477632.86,Cash
TRX000763,PROP002323,CUST001346,Sale,2023-01-26,184514.55,Cash
TRX000764,PROP002983,CUST001331,Sale,2018-07-27,374662.08,Transfer
TRX000765,PROP001956,CUST001109,Sale,2024-01-13,1485328.12,Mortgage
TRX000766,PROP001284,CUST002605,Sale,2024-10-05,263734.82,Mortgage
TRX000767,PROP001560,CUST001647,Rent,2019-10-30,545159.23,Transfer
TRX000768,PROP002952,CUST000869,Rent,2024-01-30,1939276.42,Transfer
TRX000769,PROP001146,CUST002859,Sale,2024-12-10,1589331.17,Transfer
TRX000770,PROP000865,CUST002470,Sale,2021-08-22,114870.43,Mortgage
TRX000771,PROP002477,CUST001751,Sale,2022-11-03,1262481.4,Transfer
TRX000772,PROP000036,CUST001295,Sale,2022-09-30,1546002.13,Mortgage
TRX000773,PROP000598,CUST002993,Rent,2018-12-25,1608795.18,Cash
TRX000774,PROP002003,CUST002363,Rent,2021-08-09,580791.7,Mortgage
TRX000775,PROP002033,CUST000730,Sale,2021-07-27,1229368.58,Cash
TRX000776,PROP002965,CUST002279,Sale,2021-11-17,1716678.34,Cash
TRX000777,PROP000954,CUST001122,Sale,2021-02-16,157853.2,Transfer
TRX000778,PROP001607,CUST002317,Sale,2019-01-23,1799561.9,Cash
TRX000779,PROP000786,CUST001645,Rent,2022-04-29,587959.82,Transfer
TRX000780,PROP000450,CUST001164,Sale,2022-09-06,1590465.78,Cash
TRX000781,PROP002398,CUST001207,Sale,2021-09-23,1550213.11,Cash
TRX000782,PROP000378,CUST000333,Sale,2021-01-11,331860.21,Cash
TRX000783,PROP002785,CUST002376,Sale,2023-11-18,1130369.53,Transfer
TRX000784,PROP000611,CUST001862,Sale,2021-06-25,516875.74,Mortgage
TRX000785,PROP000009,CUST001464,Rent,2022-02-22,177379.25,Transfer
TRX000786,PROP002339,CUST000271,Rent,2019-04-10,200605.2,Mortgage
TRX000787,PROP001275,CUST001064,Rent,2019-08-08,369872.08,Transfer
TRX000788,PROP000456,CUST001483,Rent,2019-07-06,1486595.91,Transfer
TRX000789,PROP001379,CUST000645,Sale,2024-11-11,440465.17,Transfer
TRX000790,PROP000282,CUST000271,Rent,2019-07-29,1250805.71,Mortgage
TRX000791,PROP000413,CUST002172,Rent,2018-07-04,1048362.26,Cash
TRX000792,PROP000290,CUST000434,Sale,2022-12-03,343757.5,Cash
TRX000793,PROP000225,CUST002866,Rent,2019-06-15,1905340.94,Transfer
TRX000794,PROP000789,CUST001280,Rent,2022-02-16,1807656.9,Cash
TRX000795,PROP000082,CUST000071,Sale,2022-05-23,1025342.78,Transfer
TRX000796,PROP001510,CUST000499,Sale,2024-12-31,1171626.12,Cash
TRX000797,PROP001895,CUST002881,Rent,2021-04-09,1415074.95,Transfer
TRX000798,PROP002730,CUST000822,Rent,2023-04-30,816716.25,Transfer
TRX000799,PROP001213,CUST000180,Sale,2019-07-06,177402.64,Mortgage
TRX000800,PROP001342,CUST002294,Sale,2019-07-28,1350281.87,Mortgage
TRX000801,PROP001978,CUST000480,Rent,2020-12-13,1991584.11,Cash
TRX000802,PROP002682,CUST000746,Sale,2022-11-27,1417598.69,Mortgage
TRX000803,PROP001078,CUST002918,Sale,2024-07-23,467643.43,Transfer
TRX000804,PROP002300,CUST002344,Sale,2021-02-14,1491799.72,Mortgage
TRX000805,PROP000845,CUST001950,Sale,2018-11-28,1304573.34,Cash
TRX000806,PROP001067,CUST000030,Rent,2022-12-16,908041.67,Mortgage
TRX000807,PROP001168,CUST001191,Rent,2018-03-01,1685659.89,Mortgage
TRX000808,PROP001629,CUST002801,Sale,2023-01-04,1608996.78,Mortgage
TRX000809,PROP002248,CUST002446,Sale,2023-11-27,596205.5,Mortgage
TRX000810,PROP001825,CUST001814,Rent,2023-03-23,1455864.16,Mortgage
TRX000811,PROP002754,CUST000145,Rent,2021-02-07,941021.03,Mortgage
TRX000812,PROP001629,CUST002812,Sale,2020-06-25,703573.21,Cash
TRX000813,PROP002630,CUST000171,Rent,2022-03-06,69928.59,Cash
TRX000814,PROP001075,CUST001413,Sale,2024-06-17,1414296.41,Mortgage
TRX000815,PROP000128,CUST001900,Rent,2023-05-19,1635062.85,Cash
TRX000816,PROP001070,CUST001584,Rent,2022-04-30,133913.05,Cash
TRX000817,PROP001602,CUST000880,Rent,2018-03-03,1383334.5,Cash
TRX000818,PROP002901,CUST001874,Sale,2019-01-20,597510.64,Transfer
TRX000819,PROP002598,CUST001930,Sale,2020-12-06,119396.82,Cash
TRX000820,PROP000628,CUST001839,Rent,2018-04-24,531039.16,Mortgage
TRX000821,PROP000996,CUST001380,Sale,2020-09-19,888905.04,Cash
TRX000822,PROP000055,CUST000961,Rent,2023-01-21,1940561.32,Mortgage
TRX000823,PROP001230,CUST002662,Sale,2023-07-15,1757184.96,Mortgage
TRX000824,PROP000275,CUST002508,Rent,2022-10-17,1393234.36,Mortgage
TRX000825,PROP002808,CUST000655,Sale,2019-11-22,1795957.58,Mortgage
TRX000826,PROP002142,CUST001774,Rent,2023-04-25,1243852.82,Transfer
TRX000827,PROP002453,CUST001930,Rent,2022-02-11,1045258.97,Cash
TRX000828,PROP002135,CUST000247,Sale,2018-02-15,1867575.47,Transfer
TRX000829,PROP001518,CUST002463,Rent,2021-09-08,1959499.52,Mortgage
TRX000830,PROP000262,CUST000643,Sale,2021-05-26,995434.63,Mortgage
TRX000831,PROP001904,CUST001487,Sale,2024-07-11,1253033.15,Transfer
TRX000832,PROP001102,CUST001941,Rent,2020-06-12,1337563.77,Transfer
TRX000833,PROP002558,CUST001043,Rent,2020-04-15,1583859.75,Cash
TRX000834,PROP002140,CUST002141,Sale,2020-03-17,1440051.99,Cash
TRX000835,PROP000158,CUST001844,Rent,2023-02-25,961838.97,Cash
TRX000836,PROP000349,CUST002814,Rent,2022-10-24,154459.38,Transfer
TRX000837,PROP000654,CUST002175,Sale,2024-09-12,1909613.2,Transfer
TRX000838,PROP002325,CUST001383,Rent,2024-07-14,1605576.51,Transfer
TRX000839,PROP002010,CUST000516,Rent,2024-06-04,1360480.48,Cash
TRX000840,PROP001152,CUST001594,Sale,2018-07-11,467087.75,Transfer
TRX000841,PROP000713,CUST002228,Sale,2018-02-03,1069211.73,Transfer
TRX000842,PROP002635,CUST000138,Sale,2018-05-02,1480438.37,Transfer
TRX000843,PROP000369,CUST001205,Sale,2019-06-04,492197.0,Transfer
TRX000844,PROP001095,CUST002291,Rent,2019-11-10,1681368.74,Cash
TRX000845,PROP000873,CUST000223,Sale,2020-06-20,242910.81,Transfer
TRX000846,PROP000585,CUST000236,Rent,2022-01-27,569979.56,Cash
TRX000847,PROP000868,CUST000604,Sale,2023-07-25,458970.28,Transfer
TRX000848,PROP002406,CUST001678,Sale,2019-12-10,1825873.87,Cash
TRX000849,PROP001105,CUST002403,Rent,2022-12-28,190838.39,Cash
TRX000850,PROP000910,CUST002066,Rent,2019-08-17,324232.71,Mortgage
TRX000851,PROP001297,CUST001539,Sale,2019-11-06,220694.75,Cash
TRX000852,PROP002523,CUST000398,Rent,2021-06-10,1757822.28,Cash
TRX000853,PROP000449,CUST002441,Sale,2019-12-08,444237.14,Cash
TRX000854,PROP001164,CUST002341,Rent,2018-04-13,854519.82,Transfer
TRX000855,PROP001365,CUST002613,Sale,2024-04-23,1522433.36,Cash
TRX000856,PROP000498,CUST002787,Rent,2021-03-23,1712170.05,Mortgage
TRX000857,PROP000635,CUST001025,Sale,2022-05-11,1104872.79,Mortgage
TRX000858,PROP002456,CUST001995,Rent,2020-01-28,364706.98,Cash
TRX000859,PROP001703,CUST000712,Rent,2022-07-21,1096946.08,Mortgage
TRX000860,PROP001921,CUST002516,Rent,2024-12-14,1778869.89,Mortgage
TRX000861,PROP001429,CUST001016,Sale,2022-06-24,1118769.72,Mortgage
TRX000862,PROP000949,CUST000343,Rent,2020-04-14,1290992.74,Mortgage
TRX000863,PROP002218,CUST002349,Sale,2021-02-05,548542.77,Transfer
TRX000864,PROP001156,CUST001800,Rent,2022-11-07,646739.5,Cash
TRX000865,PROP001271,CUST001113,Rent,2024-08-20,1389701.52,Transfer
TRX000866,PROP001815,CUST000317,Rent,2022-10-27,1827557.66,Mortgage
TRX000867,PROP001776,CUST002506,Rent,2023-01-01,1761645.99,Cash
TRX000868,PROP001791,CUST000468,Rent,2019-01-25,1110331.61,Transfer
TRX000869,PROP002492,CUST001997,Sale,2019-09-18,143101.05,Cash
TRX000870,PROP001482,CUST002587,Rent,2022-08-29,169618.42,Transfer
TRX000871,PROP001929,CUST000868,Sale,2024-09-06,147155.86,Mortgage
TRX000872,PROP000530,CUST002431,Rent,2022-04-13,1571280.17,Mortgage
TRX000873,PROP001722,CUST000412,Rent,2022-11-18,1688886.63,Cash
TRX000874,PROP000558,CUST002109,Sale,2021-09-16,71089.46,Transfer
TRX000875,PROP001554,CUST000506,Sale,2021-02-11,1896865.77,Mortgage
TRX000876,PROP002796,CUST001062,Sale,2019-07-29,228550.78,Mortgage
TRX000877,PROP000778,CUST001303,Rent,2023-09-12,353214.62,Cash
TRX000878,PROP001368,CUST002897,Sale,2020-05-21,395220.25,Transfer
TRX000879,PROP001657,CUST001106,Sale,2024-07-23,216725.32,Mortgage
TRX000880,PROP002177,CUST002163,Rent,2023-04-09,351885.2,Mortgage
TRX000881,PROP000784,CUST002116,Sale,2021-12-01,765344.65,Cash
TRX000882,PROP000626,CUST002313,Rent,2024-10-06,554679.49,Mortgage
TRX000883,PROP001914,CUST000657,Rent,2024-12-12,1735373.49,Transfer
TRX000884,PROP001525,CUST002877,Rent,2023-11-15,960870.48,Mortgage
TRX000885,PROP000812,CUST001505,Rent,2024-02-26,261479.87,Transfer
TRX000886,PROP001827,CUST002149,Rent,2023-03-21,1314549.13,Cash
TRX000887,PROP000160,CUST002559,Sale,2018-10-21,1833248.03,Mortgage
TRX000888,PROP002274,CUST000390,Sale,2018-03-27,1418728.21,Cash
TRX000889,PROP000986,CUST002949,Sale,2021-02-10,103680.17,Cash
TRX000890,PROP000415,CUST002194,Sale,2022-10-20,1447175.24,Mortgage
TRX000891,PROP002189,CUST000627,Rent,2023-12-29,1868055.1,Transfer
TRX000892,PROP001488,CUST002578,Sale,2024-06-26,1681791.83,Cash
TRX000893,PROP001174,CUST000377,Sale,2019-03-10,1673531.81,Cash
TRX000894,PROP002346,CUST000904,Sale,2024-06-19,1516649.85,Mortgage
TRX000895,PROP002165,CUST001689,Rent,2018-06-05,1413497.39,Mortgage
TRX000896,PROP000102,CUST001411,Rent,2020-12-30,579287.32,Cash
TRX000897,PROP001549,CUST000484,Rent,2023-07-26,1419067.78,Transfer
TRX000898,PROP002824,CUST001836,Rent,2023-08-25,1667554.81,Mortgage
TRX000899,PROP002364,CUST001230,Rent,2023-08-28,1612897.96,Transfer
TRX000900,PROP001926,CUST000140,Sale,2019-04-03,961557.05,Mortgage
TRX000901,PROP001551,CUST002438,Sale,2023-05-16,185941.74,Mortgage
TRX000902,PROP002418,CUST000756,Sale,2023-08-06,439808.8,Transfer
TRX000903,PROP001789,CUST002255,Sale,2021-02-26,1121194.37,Transfer
TRX000904,PROP002631,CUST001916,Sale,2019-12-26,780626.86,Transfer
TRX000905,PROP001949,CUST001750,Sale,2019-06-24,616975.16,Transfer
TRX000906,PROP001937,CUST000856,Sale,2023-07-01,1804695.02,Cash
TRX000907,PROP002245,CUST000910,Sale,2024-09-21,1852301.91,Cash
TRX000908,PROP001879,CUST002112,Rent,2024-03-15,605282.53,Transfer
TRX000909,PROP001170,CUST000243,Rent,2023-12-07,1298012.18,Mortgage
TRX000910,PROP001978,CUST000484,Rent,2018-01-27,794592.92,Cash
TRX000911,PROP000851,CUST001667,Rent,2021-07-23,966496.8,Cash
TRX000912,PROP000574,CUST000841,Rent,2021-09-09,1374845.55,Transfer
TRX000913,PROP002283,CUST000365,Sale,2023-03-12,1070216.01,Mortgage
TRX000914,PROP002049,CUST000573,Sale,2022-04-10,136568.74,Cash
TRX000915,PROP001362,CUST001850,Sale,2022-03-21,1881253.65,Cash
TRX000916,PROP000938,CUST002856,Sale,2022-10-31,1990462.61,Transfer
TRX000917,PROP002798,CUST002657,Sale,2024-10-15,327678.27,Mortgage
TRX000918,PROP000519,CUST002149,Rent,2022-07-01,255760.95,Mortgage
TRX000919,PROP001755,CUST002675,Rent,2020-07-05,1846633.49,Cash
TRX000920,PROP001002,CUST000743,Sale,2020-10-29,1040999.77,Cash
TRX000921,PROP001720,CUST001133,Rent,2018-07-28,909173.31,Transfer
TRX000922,PROP002115,CUST000673,Rent,2020-11-18,842525.37,Mortgage
TRX000923,PROP002967,CUST002862,Sale,2024-04-12,587097.0,Mortgage
TRX000924,PROP000870,CUST001754,Rent,2021-11-02,1386468.08,Transfer
TRX000925,PROP002155,CUST002264,Sale,2023-08-05,658031.5,Cash
TRX000926,PROP000400,CUST000408,Rent,2019-02-11,195028.24,Cash
TRX000927,PROP002798,CUST000288,Rent,2021-12-10,1000901.51,Mortgage
TRX000928,PROP000401,CUST002800,Sale,2023-01-02,552444.03,Mortgage
TRX000929,PROP002110,CUST001113,Sale,2019-06-01,468412.42,Transfer
TRX000930,PROP000939,CUST002323,Sale,2022-04-22,1930581.16,Cash
TRX000931,PROP002886,CUST001707,Rent,2022-06-28,1786765.17,Mortgage
TRX000932,PROP000069,CUST001294,Rent,2018-01-03,1099742.89,Cash
TRX000933,PROP000161,CUST000008,Rent,2018-07-27,760297.18,Mortgage
TRX000934,PROP002180,CUST000237,Rent,2019-01-01,1026986.16,Mortgage
TRX000935,PROP000783,CUST001606,Sale,2019-04-21,171842.56,Cash
TRX000936,PROP000244,CUST001969,Rent,2024-05-29,1306387.07,Mortgage
TRX000937,PROP002525,CUST001706,Rent,2021-08-26,1018657.73,Cash
TRX000938,PROP001872,CUST001174,Rent,2024-11-17,528811.79,Transfer
TRX000939,PROP001634,CUST001301,Rent,2019-04-26,1033463.13,Mortgage
TRX000940,PROP001615,CUST002003,Sale,2024-08-27,1532561.69,Cash
TRX000941,PROP002956,CUST000485,Rent,2018-02-15,499960.03,Mortgage
TRX000942,PROP001553,CUST000727,Sale,2022-06-25,125688.99,Cash
TRX000943,PROP000871,CUST002489,Rent,2023-02-12,1481279.73,Mortgage
TRX000944,PROP001029,CUST002047,Rent,2021-10-11,1528932.78,Transfer
TRX000945,PROP002707,CUST001797,Rent,2020-08-22,96885.09,Mortgage
TRX000946,PROP000829,CUST000450,Rent,2022-10-04,896275.78,Transfer
TRX000947,PROP002684,CUST001621,Rent,2023-09-13,911960.36,Transfer
TRX000948,PROP001268,CUST003000,Sale,2022-07-22,1789951.03,Transfer
TRX000949,PROP002364,CUST001733,Sale,2018-09-02,541440.0,Mortgage
TRX000950,PROP000535,CUST002430,Rent,2020-04-09,1328111.66,Mortgage
TRX000951,PROP002357,CUST001815,Rent,2019-08-04,1581109.06,Cash
TRX000952,PROP001830,CUST000499,Sale,2021-03-20,604534.68,Transfer
TRX000953,PROP002925,CUST002094,Rent,2022-10-12,112961.99,Mortgage
TRX000954,PROP002477,CUST002221,Sale,2022-08-10,1909894.24,Transfer
TRX000955,PROP001475,CUST002627,Sale,2018-08-01,718257.25,Mortgage
TRX000956,PROP001108,CUST002447,Sale,2024-11-08,380849.5,Transfer
TRX000957,PROP002268,CUST000605,Sale,2022-10-03,646322.02,Cash
TRX000958,PROP002823,CUST002893,Sale,2020-03-08,1750520.91,Transfer
TRX000959,PROP000273,CUST001897,Rent,2022-09-05,1569726.93,Cash
TRX000960,PROP002815,CUST000862,Sale,2021-10-04,1978200.58,Mortgage
TRX000961,PROP002206,CUST001183,Sale,2019-11-23,1717662.26,Transfer
TRX000962,PROP002133,CUST000775,Rent,2018-11-30,894128.34,Cash
TRX000963,PROP001768,CUST000676,Sale,2022-08-08,568911.32,Transfer
TRX000964,PROP001247,CUST000885,Sale,2023-01-20,214381.61,Transfer
TRX000965,PROP000625,CUST001919,Sale,2023-02-09,245818.84,Cash
TRX000966,PROP002324,CUST001128,Sale,2023-01-26,199438.14,Mortgage
TRX000967,PROP002735,CUST000422,Sale,2022-07-07,401611.43,Transfer
TRX000968,PROP000476,CUST002464,Rent,2023-09-15,1028204.56,Cash
TRX000969,PROP002144,CUST002505,Rent,2020-08-01,1507661.88,Transfer
TRX000970,PROP002840,CUST001362,Sale,2023-07-31,59868.23,Transfer
TRX000971,PROP000499,CUST002593,Sale,2019-03-29,1190847.1,Transfer
TRX000972,PROP001501,CUST002935,Rent,2020-07-02,1846852.43,Mortgage
TRX000973,PROP002714,CUST002994,Rent,2020-04-18,902195.3,Cash
TRX000974,PROP002620,CUST000315,Sale,2019-06-14,925612.23,Transfer
TRX000975,PROP002563,CUST002787,Sale,2019-12-08,571286.53,Cash
TRX000976,PROP002847,CUST001163,Sale,2024-11-29,327151.86,Cash
TRX000977,PROP001846,CUST001393,Sale,2024-05-15,1667267.47,Mortgage
TRX000978,PROP000654,CUST000759,Rent,2022-05-15,953536.32,Cash
TRX000979,PROP002955,CUST001810,Rent,2024-11-30,1794212.16,Mortgage
TRX000980,PROP000036,CUST002071,Sale,2023-03-13,278160.26,Transfer
TRX000981,PROP000714,CUST000278,Sale,2020-09-05,289302.24,Cash
TRX000982,PROP001617,CUST001257,Sale,2019-11-04,631809.6,Cash
TRX000983,PROP000451,CUST001914,Sale,2018-06-27,1103047.04,Cash
TRX000984,PROP001804,CUST002420,Rent,2023-03-27,907404.31,Mortgage
TRX000985,PROP001195,CUST002832,Rent,2024-09-19,801677.24,Transfer
TRX000986,PROP002933,CUST000383,Rent,2018-07-08,155906.31,Transfer
TRX000987,PROP001926,CUST000467,Rent,2023-07-09,338820.76,Mortgage
TRX000988,PROP000946,CUST002623,Rent,2019-03-17,78762.81,Cash
TRX000989,PROP001280,CUST000230,Rent,2021-08-06,432601.55,Transfer
TRX000990,PROP002476,CUST002164,Rent,2022-02-27,516761.4,Mortgage
TRX000991,PROP002342,CUST002713,Rent,2021-09-06,768033.37,Transfer
TRX000992,PROP000410,CUST000924,Rent,2019-06-22,437337.96,Mortgage
TRX000993,PROP000689,CUST002177,Sale,2024-12-16,971089.32,Transfer
TRX000994,PROP000065,CUST002018,Rent,2018-05-17,1468374.08,Mortgage
TRX000995,PROP002919,CUST000858,Sale,2022-05-07,1523439.78,Mortgage
TRX000996,PROP001970,CUST000192,Sale,2022-07-12,768115.23,Transfer
TRX000997,PROP002787,CUST001808,Sale,2023-05-26,1618686.53,Cash
TRX000998,PROP000047,CUST002830,Sale,2020-09-23,1370373.55,Transfer
TRX000999,PROP002459,CUST000310,Sale,2021-05-13,1715498.7,Transfer
TRX001000,PROP001862,CUST002986,Sale,2019-10-27,565358.68,Mortgage
TRX001001,PROP002521,CUST002135,Rent,2023-01-10,1999307.05,Cash
TRX001002,PROP000471,CUST001440,Sale,2019-12-26,1646837.74,Cash
TRX001003,PROP002113,CUST001768,Sale,2023-01-14,1138057.21,Mortgage
TRX001004,PROP000115,CUST002559,Rent,2024-04-18,683352.71,Cash
TRX001005,PROP001249,CUST002303,Rent,2022-09-05,1943845.91,Cash
TRX001006,PROP001560,CUST002518,Sale,2020-11-17,478846.0,Mortgage
TRX001007,PROP002975,CUST002217,Sale,2018-04-07,1342326.0,Transfer
TRX001008,PROP002663,CUST001484,Rent,2019-04-15,1652224.29,Cash
TRX001009,PROP002768,CUST002770,Rent,2019-11-15,1818537.94,Cash
TRX001010,PROP000242,CUST001263,Sale,2024-12-20,1315779.78,Mortgage
TRX001011,PROP001852,CUST001691,Sale,2020-07-13,803977.57,Mortgage
TRX001012,PROP000047,CUST001143,Rent,2022-11-06,1337004.14,Cash
TRX001013,PROP002161,CUST001186,Sale,2023-02-05,426749.91,Transfer
TRX001014,PROP002573,CUST000363,Rent,2023-07-22,763570.92,Mortgage
TRX001015,PROP001616,CUST002604,Rent,2021-09-13,584948.09,Cash
TRX001016,PROP000674,CUST001889,Sale,2021-05-04,1541840.61,Transfer
TRX001017,PROP000624,CUST002861,Rent,2023-12-12,659268.89,Cash
TRX001018,PROP000796,CUST002728,Rent,2018-03-29,1339934.61,Mortgage
TRX001019,PROP002129,CUST001772,Rent,2020-07-04,163566.04,Transfer
TRX001020,PROP002163,CUST002965,Rent,2024-03-11,587461.67,Cash
TRX001021,PROP001976,CUST002246,Rent,2024-05-03,416494.04,Cash
TRX001022,PROP002969,CUST001928,Rent,2023-07-21,1913084.12,Mortgage
TRX001023,PROP000623,CUST002309,Rent,2024-09-01,280751.19,Transfer
TRX001024,PROP000281,CUST001995,Rent,2021-04-30,724754.27,Transfer
TRX001025,PROP002229,CUST000383,Sale,2020-03-28,1221014.25,Mortgage
TRX001026,PROP000282,CUST000748,Rent,2019-08-20,1602497.81,Transfer
TRX001027,PROP002674,CUST002522,Rent,2023-09-08,1581241.13,Cash
TRX001028,PROP000426,CUST002730,Sale,2021-11-24,1113826.0,Mortgage
TRX001029,PROP000061,CUST000342,Sale,2021-01-03,350320.7,Cash
TRX001030,PROP002278,CUST000755,Rent,2018-06-04,897741.98,Cash
TRX001031,PROP001035,CUST001489,Sale,2020-06-15,1415117.71,Transfer
TRX001032,PROP000813,CUST000014,Rent,2022-02-06,787783.77,Mortgage
TRX001033,PROP001686,CUST000381,Rent,2021-04-22,526012.64,Mortgage
TRX001034,PROP000387,CUST002834,Sale,2021-02-19,1178567.54,Mortgage
TRX001035,PROP000172,CUST000741,Sale,2022-07-07,1828966.88,Mortgage
TRX001036,PROP001538,CUST000721,Sale,2023-04-30,493047.26,Mortgage
TRX001037,PROP001659,CUST001753,Rent,2022-05-25,992443.1,Transfer
TRX001038,PROP000787,CUST000246,Sale,2018-07-26,698967.76,Transfer
TRX001039,PROP000394,CUST000242,Rent,2020-03-11,981918.51,Mortgage
TRX001040,PROP001564,CUST001570,Rent,2021-09-27,180628.13,Cash
TRX001041,PROP000336,CUST002990,Rent,2024-04-19,1850004.97,Transfer
TRX001042,PROP001125,CUST002338,Rent,2020-10-18,1378954.34,Transfer
TRX001043,PROP002360,CUST001608,Sale,2022-11-28,1999668.6,Transfer
TRX001044,PROP000138,CUST000679,Sale,2018-07-11,1031894.17,Mortgage
TRX001045,PROP002108,CUST002340,Rent,2022-02-07,1934331.23,Transfer
TRX001046,PROP001875,CUST002546,Rent,2024-08-25,846995.33,Transfer
TRX001047,PROP000743,CUST000281,Sale,2021-08-04,888237.36,Mortgage
TRX001048,PROP000713,CUST001752,Rent,2018-07-02,551389.6,Mortgage
TRX001049,PROP000218,CUST001193,Sale,2023-03-09,138684.46,Mortgage
TRX001050,PROP002788,CUST000055,Rent,2021-06-17,117059.23,Transfer
TRX001051,PROP000775,CUST002922,Rent,2020-04-17,799348.79,Cash
TRX001052,PROP000455,CUST002181,Sale,2018-04-07,65939.33,Cash
TRX001053,PROP000959,CUST000570,Rent,2023-12-31,401430.69,Mortgage
TRX001054,PROP000586,CUST001280,Rent,2018-12-27,1604130.75,Mortgage
TRX001055,PROP000424,CUST001458,Sale,2022-06-01,1136259.4,Cash
TRX001056,PROP002304,CUST000099,Rent,2019-02-28,1005103.09,Mortgage
TRX001057,PROP002159,CUST000879,Sale,2022-07-15,1428349.05,Cash
TRX001058,PROP001010,CUST000547,Rent,2022-09-21,214038.79,Transfer
TRX001059,PROP002448,CUST001376,Rent,2022-03-07,1876775.85,Transfer
TRX001060,PROP001414,CUST001373,Sale,2023-05-18,1867008.5,Transfer
TRX001061,PROP001087,CUST002665,Rent,2020-05-25,1070516.17,Mortgage
TRX001062,PROP002832,CUST001841,Rent,2018-09-05,1657450.57,Mortgage
TRX001063,PROP001120,CUST001384,Rent,2019-06-15,347406.97,Mortgage
TRX001064,PROP002722,CUST000870,Rent,2024-09-29,1773740.42,Transfer
TRX001065,PROP000236,CUST001461,Sale,2019-11-30,1156893.05,Cash
TRX001066,PROP000419,CUST002288,Rent,2020-02-25,1633621.4,Mortgage
TRX001067,PROP001475,CUST002807,Sale,2022-10-29,1285700.61,Transfer
TRX001068,PROP001611,CUST001539,Rent,2022-01-24,1539608.83,Transfer
TRX001069,PROP000744,CUST001087,Rent,2018-05-24,585064.29,Cash
TRX001070,PROP001662,CUST002146,Rent,2023-12-17,1955248.23,Cash
TRX001071,PROP000345,CUST001115,Sale,2022-12-19,1853477.19,Mortgage
TRX001072,PROP002057,CUST000280,Rent,2018-10-17,280656.1,Cash
TRX001073,PROP002677,CUST001990,Rent,2022-01-13,1984900.98,Mortgage
TRX001074,PROP002412,CUST001471,Sale,2024-10-25,1662670.43,Mortgage
TRX001075,PROP001043,CUST001679,Rent,2022-07-31,1051178.04,Transfer
TRX001076,PROP002877,CUST002422,Rent,2023-03-07,1753010.15,Transfer
TRX001077,PROP002663,CUST002170,Rent,2022-01-15,1247155.83,Cash
TRX001078,PROP002267,CUST000006,Rent,2019-12-30,657035.95,Transfer
TRX001079,PROP002028,CUST000189,Sale,2022-10-25,1138579.06,Cash
TRX001080,PROP002749,CUST001849,Sale,2022-10-28,602610.38,Mortgage
TRX001081,PROP001009,CUST002050,Rent,2018-12-21,1095560.15,Transfer
TRX001082,PROP002252,CUST001415,Rent,2019-06-06,61777.29,Transfer
TRX001083,PROP002572,CUST001759,Sale,2021-10-24,1932630.89,Transfer
TRX001084,PROP001759,CUST001092,Sale,2022-03-13,856366.61,Cash
TRX001085,PROP002458,CUST002802,Sale,2020-12-19,1764821.71,Mortgage
TRX001086,PROP001973,CUST001779,Rent,2019-01-17,1272261.69,Transfer
TRX001087,PROP001942,CUST002166,Rent,2019-01-08,148721.96,Mortgage
TRX001088,PROP002305,CUST000876,Sale,2020-04-13,1159847.98,Mortgage
